Année,Numéro,Département,Code INSEE,Nom de la commune,Date de première alerte,Surface parcourue (m2),Surface forêt (m2),Surface maquis garrigues (m2),Autres surfaces naturelles hors forêt (m2),Surfaces agricoles (m2),Autres surfaces (m2),Surface autres terres boisées (m2),Surfaces non boisées naturelles (m2),Surfaces non boisées artificialisées (m2),Surfaces non boisées (m2),Précision des surfaces,Type de peuplement,Nature,Décès ou bâtiments touchés,Nombre de décès,Nombre de bâtiments totalement détruits,Nombre de bâtiments partiellement détruits,Précision de la donnée
2024,19394,34,34235,Rosis,2024-04-24 14:13:00,711,711,0,0,0,0,,,,,Mesurées,1,Involontaire (travaux),Non,,,,
2024,25815,72,72187,Marigné-Laillé,2024-04-24 15:48:00,20000,20000,,0,0,0,,,,,Estimées,,,Non,,,,
2024,20733,11,11262,Narbonne,2024-04-24 15:55:00,5000,0,5000,0,0,0,,,,,Mesurées,1,Involontaire (particulier),Non,,,,
2024,19378,6,6031,Cantaron,2024-04-25 12:48:00,100,0,100,0,0,0,,,,,Estimées,,Involontaire (travaux),Non,,,,
2024,27890,84,84118,Saint-Saturnin-lès-Apt,2024-04-25 14:44:00,40,40,0,0,0,0,,,,,Estimées,,,Non,,,,
2024,19628,74,74244,Saint-Laurent,2024-04-26 11:11:00,10,10,,0,0,0,,,,,Estimées,,Involontaire (particulier),Non,,,,
2024,19434,66,66103,Marquixanes,2024-04-27 16:36:00,700,700,0,0,0,0,,,,,Estimées,,Malveillance,Non,,,,
2024,19506,2B,2B177,Noceta,2024-04-29 18:54:00,250,0,250,0,0,0,,,,,Estimées,,,Non,,,,
2024,27224,2A,2A272,Sartène,2024-04-30 10:30:00,100,0,100,0,0,0,,,,,Estimées,,,Non,,,,
2024,27225,2A,2A212,Piana,2024-04-30 12:15:00,50,0,50,0,0,0,,,,,Estimées,,,Non,,,,
2024,19507,2B,2B172,Murato,2024-04-30 13:45:00,10,0,10,0,0,0,,,,,Estimées,,,Non,,,,
2024,26174,972,97213,Le Lamentin,2024-05-04 13:29:00,50,50,,0,0,0,,,,,Estimées,,,Non,,,,
2024,19671,29,29232,Quimper,2024-05-06 20:53:00,5,5,,0,0,0,,,,,Mesurées,,,Non,,,,
2024,19509,2B,2B088,Chiatra,2024-05-06 21:17:00,600,0,600,0,0,0,,,,,Estimées,,,Non,,,,
2024,19510,2B,2B314,Santo-Pietro-di-Tenda,2024-05-07 16:15:00,2000,0,2000,0,0,0,,,,,Estimées,,Involontaire (travaux),Non,,,,
2024,20128,13,13056,Martigues,2024-05-08 14:52:00,200,200,0,0,0,0,,,,,Estimées,1,Involontaire (particulier),Non,,,,
2024,25816,72,72385,Yvré-le-Pôlin,2024-05-08 19:21:00,10,10,,0,0,0,,,,,Estimées,,,Non,,,,
2024,20129,13,13056,Martigues,2024-05-08 19:59:00,10,10,0,0,0,0,,,,,Estimées,1,Accidentelle,Non,,,,
2024,25956,73,73107,Entremont-le-Vieux,2024-05-10 14:12:00,800,800,,0,0,0,,,,,Mesurées,,,,,,,Données partielles ou non valides
2024,27907,84,84091,Piolenc,2024-05-10 17:15:00,20,20,0,0,0,0,,,,,Estimées,,,Non,,,,
2024,19629,74,74042,Bonneville,2024-05-11 10:28:00,1,1,,0,0,0,,,,,Estimées,,Involontaire (particulier),Non,,,,
2024,20105,56,56229,Saint-Martin-sur-Oust,2024-05-11 11:31:00,50,50,,0,0,0,,,,,Estimées,,,Non,,,,
2024,27011,40,40154,Lévignacq,2024-05-11 20:50:00,3000,3000,,0,0,0,,,,,Estimées,,Naturelle,Non,0,0,0,
2024,27359,77,77186,Fontainebleau,2024-05-12 13:18:00,5,5,,0,0,0,,,,,Estimées,,Involontaire (particulier),Non,,,,
2024,26215,972,97208,Fonds-Saint-Denis,2024-05-12 15:33:00,10,10,,0,0,0,,,,,Estimées,,,Non,,,,
2024,27012,40,40227,Pissos,2024-05-12 15:34:00,50,50,,0,0,0,,,,,Estimées,,Naturelle,Non,0,0,0,
2024,27013,40,40182,Mézos,2024-05-12 16:35:00,1,1,,0,0,0,,,,,Estimées,,,Non,0,0,0,
2024,29559,25,25417,Naisey-les-Granges,2024-05-12 17:11:00,100,100,,0,0,0,,,,,Estimées,,,Non,,,,
2024,20130,13,13005,Aubagne,2024-05-12 18:46:00,5,5,0,0,0,0,,,,,Estimées,1,Accidentelle,Non,,,,
2024,25818,72,72058,Changé,2024-05-13 00:06:00,100,100,,0,0,0,,,,,Estimées,,,Non,,,,
2024,19552,2B,2B229,Pietroso,2024-05-13 15:22:00,4000,0,4000,0,0,0,,,,,Estimées,,Malveillance,Non,,,,
2024,20131,13,13072,Peynier,2024-05-14 00:44:00,20,20,0,0,0,0,,,,,Estimées,1,,Non,,,,
2024,27226,2A,2A114,Figari,2024-05-14 16:52:00,200,0,200,0,0,0,,,,,Mesurées,,Involontaire (particulier),Non,,,,
2024,20106,56,56081,Guiscriff,2024-05-16 15:53:00,20,20,,0,0,0,,,,,Estimées,,,Non,,,,
2024,27014,40,40065,Capbreton,2024-05-17 15:57:00,53,50,,0,3,0,,,,,Estimées,,Accidentelle,Non,0,0,0,
2024,27228,2A,2A104,Eccica-Suarella,2024-05-18 11:11:00,40,0,40,0,0,0,,,,,Estimées,,,Non,,,,
2024,19556,2B,2B179,Novale,2024-05-18 11:33:00,5000,0,5000,0,0,0,,,,,Estimées,1,,Non,,,,
2024,27227,2A,2A006,Alata,2024-05-18 16:57:00,30,0,30,0,0,0,,,,,Estimées,,,Non,,,,
2024,20757,11,11161,Gardie,2024-05-19 12:02:00,50,50,0,0,0,0,,,,,Mesurées,,,Non,,,,
2024,19560,2B,2B020,Aregno,2024-05-22 14:13:00,5500,0,5500,0,0,0,,,,,Estimées,1,Involontaire (particulier),Non,,,,
2024,20761,11,11188,La Palme,2024-05-24 12:17:00,100,0,100,0,0,0,,,,,Mesurées,1,Accidentelle,Non,,,,
2024,25820,72,72221,Nogent-sur-Loir,2024-05-25 19:01:00,1,1,,0,0,0,,,,,Estimées,,,Non,,,,
2024,27229,2A,2A032,Bastelicaccia,2024-05-26 14:03:00,20,0,20,0,0,0,,,,,Estimées,,,Non,,,,
2024,28370,30,30052,Bréau-Mars,2024-05-26 16:01:00,1000,1000,,,,,,,,,Estimées,,,Non,,,,
2024,20768,11,11262,Narbonne,2024-05-26 23:13:00,2000,0,2000,0,0,0,,,,,Mesurées,,,Non,,,,
2024,19657,2B,2B034,Belgodère,2024-05-27 11:12:00,3000,0,3000,0,0,0,,,,,Estimées,,Malveillance,Non,,,,
2024,27232,2A,2A103,Cuttoli-Corticchiato,2024-05-27 14:08:00,50,0,50,0,0,0,,,,,Estimées,,Involontaire (particulier),Non,,,,
2024,27231,2A,2A065,Cargèse,2024-05-27 16:03:00,50,0,50,0,0,0,,,,,Estimées,,Involontaire (travaux),Non,,,,
2024,27230,2A,2A272,Sartène,2024-05-27 18:14:00,3000,0,3000,0,0,0,,,,,Estimées,,Involontaire (travaux),Non,,,,
2024,20133,13,13059,Meyrargues,2024-05-27 18:55:00,20,20,0,0,0,0,,,,,Estimées,1,Accidentelle,Non,,,,
2024,27234,2A,2A247,Porto-Vecchio,2024-05-28 13:14:00,500,0,500,0,0,0,,,,,Estimées,,Involontaire (particulier),Non,,,,
2024,27235,2A,2A310,Santa-Maria-Figaniella,2024-05-28 17:20:00,150,0,150,0,0,0,,,,,Estimées,,Involontaire (particulier),Non,,,,
2024,27233,2A,2A114,Figari,2024-05-28 17:20:00,15,0,15,0,0,0,,,,,Estimées,,,Non,,,,
2024,20134,13,13002,Allauch,2024-05-28 18:54:00,20,20,0,0,0,0,,,,,Estimées,1,Involontaire (particulier),Non,,,,
2024,20135,13,13028,La Ciotat,2024-05-29 06:11:00,2,2,0,0,0,0,,,,,Estimées,1,Involontaire (particulier),Non,,,,
2024,27236,2A,2A130,Grosseto-Prugna,2024-05-30 12:35:00,10,0,10,0,0,0,,,,,Estimées,,,Non,,,,
2024,27237,2A,2A288,Sotta,2024-05-30 12:44:00,50,0,50,0,0,0,,,,,Estimées,,,Non,,,,
2024,20771,11,11116,Cuxac-d'Aude,2024-05-30 14:22:00,200,0,200,0,0,0,,,,,Mesurées,1,Involontaire (travaux),Non,,,,
2024,28374,30,30346,Vers-Pont-du-Gard,2024-05-30 16:32:00,1000,1000,,,,,,,,,Estimées,,,Non,,,,
2024,26712,33,33466,Saint-Quentin-de-Baron,2024-05-30 17:48:24,1,1,,0,0,0,,,,,Estimées,,,Non,0,0,0,
2024,29553,25,25258,Franois,2024-05-31 09:12:47,100,100,,0,0,0,,,,,Estimées,,,Non,0,0,0,
2024,20136,13,13039,Fos-sur-Mer,2024-05-31 13:45:00,100,100,0,0,0,0,,,,,Estimées,1,,Non,,,,
2024,19617,34,34165,Montbazin,2024-05-31 16:51:00,394,0,394,0,0,0,,,,,Mesurées,,Involontaire (travaux),Non,,,,
2024,27239,2A,2A254,Quenza,2024-05-31 22:00:00,80,0,80,0,0,0,,,,,Estimées,,,Non,,,,
2024,27238,2A,2A189,Olmeto,2024-05-31 22:22:00,20,0,20,0,0,0,,,,,Estimées,,,Non,,,,
2024,19660,2B,2B185,Oletta,2024-06-01 11:19:00,10000,0,10000,0,0,0,,,,,Estimées,1,,Non,,,,
2024,20781,11,11185,Lagrasse,2024-06-03 10:42:00,40,40,0,0,0,0,,,,,Mesurées,,Accidentelle,Non,,,,
2024,20783,11,11341,Saint-Ferriol,2024-06-03 15:06:00,230,0,230,0,0,0,,,,,Mesurées,,Accidentelle,Non,,,,
2024,27016,40,40123,Herm,2024-06-03 16:17:00,118,118,,0,0,0,,,,,Estimées,,,Non,0,0,0,
2024,20784,11,11202,Leucate,2024-06-04 01:10:00,100,100,0,0,0,0,,,,,Mesurées,4,Malveillance,Non,,,,
2024,20788,11,11296,Pouzols-Minervois,2024-06-04 16:52:51,350,350,,,,,,,,,Mesurées,,,Non,0,0,0,
2024,26499,17,17074,Bussac-Forêt,2024-06-05 02:29:00,200,200,,0,0,0,,,,,Estimées,,,Non,0,0,0,
2024,26715,33,33239,Lerm-et-Musset,2024-06-05 11:29:34,200,200,,0,0,0,,,,,Estimées,,,Non,0,0,0,
2024,20791,11,11379,Sigean,2024-06-05 15:38:00,200,0,200,0,0,0,,,,,Mesurées,,,Non,,,,
2024,20138,13,13056,Martigues,2024-06-07 12:15:00,150,150,0,0,0,0,,,,,Estimées,1,Involontaire (particulier),Non,,,,
2024,20137,13,13113,Venelles,2024-06-07 12:15:00,5,5,0,0,0,0,,,,,Estimées,1,Involontaire (particulier),Non,,,,
2024,20107,56,56122,Loyat,2024-06-07 14:23:00,500,500,,0,0,0,,,,,Estimées,,,Non,,,,
2024,19712,2B,2B123,Ghisonaccia,2024-06-07 16:50:00,30000,0,30000,0,0,0,,,,,Estimées,1,Involontaire (travaux),Non,,,,
2024,27240,2A,2A362,Zonza,2024-06-07 18:05:00,633,0,633,0,0,0,,,,,Mesurées,,Involontaire (particulier),Non,,,,
2024,20139,13,13033,Ensuès-la-Redonne,2024-06-07 19:44:00,200,200,0,0,0,0,,,,,Estimées,1,,Non,,,,
2024,20140,13,13056,Martigues,2024-06-08 16:55:00,1000,1000,0,0,0,0,,,,,Estimées,1,Malveillance,Non,,,,
2024,20203,89,89083,Charbuy,2024-06-08 17:36:00,4,4,,0,0,0,,,,,Mesurées,,Malveillance,Non,,,,
2024,20260,56,56122,Loyat,2024-06-08 19:18:00,10,10,,0,0,0,,,,,Estimées,,,Non,,,,
2024,19680,13,13055,Marseille,2024-06-08 21:13:00,40,0,40,0,0,0,,,,,Estimées,1,Involontaire (particulier),Non,,,,
2024,27938,84,84083,Mornas,2024-06-09 01:31:41,2000,2000,,,,,,,,,Mesurées,,,Non,,,,
2024,27241,2A,2A359,Zicavo,2024-06-09 21:54:00,50,0,50,0,0,0,,,,,Estimées,,,Non,,,,
2024,27939,84,84078,Mondragon,2024-06-10 07:32:38,1,1,,,,,,,,,Estimées,,,Non,,,,
2024,20141,13,13001,Aix-en-Provence,2024-06-10 16:14:00,130,130,0,0,0,0,,,,,Estimées,1,Involontaire (travaux),Non,,,,
2024,25823,72,72260,Ruaudin,2024-06-10 23:51:00,50,50,,0,0,0,,,,,Estimées,,,Non,,,,
2024,20142,13,13010,Barbentane,2024-06-11 06:03:00,50,50,0,0,0,0,,,,,Estimées,1,Involontaire (travaux),Non,,,,
2024,20799,11,11013,Argens-Minervois,2024-06-11 12:59:00,10000,0,10000,0,0,0,,,,,Mesurées,,Involontaire (travaux),Non,,,,
2024,29808,83,83148,Vidauban,2024-06-11 15:03:00,3006900,2796900,164600,0,0,45400,,,,,Mesurées,,Involontaire (travaux),,,,,Données partielles ou non valides
2024,27941,84,84078,Mondragon,2024-06-11 15:30:54,50,50,,,,,,,,,Estimées,,,Non,,,,
2024,27942,84,84140,Vaugines,2024-06-11 15:47:00,700,450,0,0,0,250,,,,,Mesurées,4,,Non,,,,
2024,20261,56,56203,Saint-Aignan,2024-06-11 16:59:00,100,100,,0,0,0,,,,,Estimées,,,Non,,,,
2024,20143,13,13059,Meyrargues,2024-06-12 10:57:00,200,200,0,0,0,0,,,,,Estimées,1,Involontaire (travaux),Non,,,,
2024,19716,2B,2B143,Linguizzetta,2024-06-12 14:14:00,1500,0,1500,0,0,0,,,,,Estimées,,,Non,,,,
2024,20803,11,11416,Villarzel-Cabardès,2024-06-12 16:22:00,5000,0,5000,0,0,0,,,,,Mesurées,,,Non,,,,
2024,29658,78,78590,Senlisse,2024-06-12 17:49:00,5,5,,0,0,0,,,,,Estimées,,,Non,,,,
2024,27946,84,84140,Vaugines,2024-06-12 19:32:32,1,1,,,,,,,,,Estimées,,,Non,,,,
2024,19719,6,6079,Mandelieu-la-Napoule,2024-06-12 20:37:00,1000,0,1000,0,0,0,,,,,Estimées,,Accidentelle,Non,,,,
2024,19921,74,74078,Clermont,2024-06-13 02:24:00,5,5,,0,0,0,,,,,Mesurées,,Involontaire (travaux),Non,,,,
2024,26850,33,33540,Vendays-Montalivet,2024-06-13 06:24:00,15000,15000,,0,0,0,,,,,Estimées,,Involontaire (particulier),Non,,,,
2024,27242,2A,2A132,Guargualé,2024-06-13 13:00:00,800,0,800,0,0,0,,,,,Estimées,,,Non,,,,
2024,19922,74,74043,Bons-en-Chablais,2024-06-13 13:33:00,1,1,,0,0,0,,,,,Mesurées,,Involontaire (travaux),Non,,,,
2024,26851,33,33284,Mios,2024-06-13 14:37:37,10000,10000,,0,0,0,,,,,Estimées,,,Non,0,0,0,
2024,27243,2A,2A114,Figari,2024-06-13 15:19:00,800,0,800,0,0,0,,,,,Estimées,,,Non,,,,
2024,19749,66,66205,Tautavel,2024-06-13 15:45:00,500,0,500,0,0,0,,,,,Estimées,,Involontaire (travaux),Non,,,,
2024,20806,11,11179,Labastide-en-Val,2024-06-13 16:36:00,200,0,200,0,0,0,,,,,Mesurées,,,Non,,,,
2024,27624,2A,2A174,Murzo,2024-06-14 14:35:00,150,0,150,0,0,0,,,,,Mesurées,,Involontaire (travaux),Non,,,,
2024,19833,2B,2B143,Linguizzetta,2024-06-14 14:55:00,200,0,200,0,0,0,,,,,Estimées,,,Non,,,,
2024,20144,13,13091,Saint-Cannat,2024-06-14 19:13:00,300,300,0,0,0,0,,,,,Estimées,1,,Non,,,,
2024,20145,13,13038,Fontvieille,2024-06-16 16:55:00,20,20,0,0,0,0,,,,,Estimées,1,Involontaire (particulier),Non,,,,
2024,19834,2B,2B143,Linguizzetta,2024-06-17 12:03:00,1000,0,1000,0,0,0,,,,,Estimées,,,Non,,,,
2024,27019,40,40179,Mées,2024-06-17 15:07:00,101,1,,100,0,0,,,,,Estimées,,,Non,0,0,0,
2024,20146,13,13056,Martigues,2024-06-17 16:55:00,1000,1000,0,0,0,0,,,,,Estimées,1,Involontaire (particulier),Non,,,,
2024,20147,13,13028,La Ciotat,2024-06-17 16:55:00,2500,2500,0,0,0,0,,,,,Mesurées,1,Accidentelle,Non,,,,
2024,28739,7,7143,Limony,2024-06-17 18:34:00,4,0,4,0,0,0,,,,,Estimées,5,Involontaire (travaux),Non,,,,
2024,20148,13,13005,Aubagne,2024-06-18 16:50:00,3495,3495,0,0,0,0,,,,,Mesurées,1,Involontaire (travaux),Non,,,,
2024,19836,2B,2B009,Aléria,2024-06-18 16:51:00,3000,0,3000,0,0,0,,,,,Mesurées,,,Non,,,,
2024,20132,13,13066,Noves,2024-06-20 13:31:00,200,200,0,0,0,0,,,,,Estimées,1,,Non,,,,
2024,27625,2A,2A061,Carbini,2024-06-21 10:53:00,10,0,10,0,0,0,,,,,Mesurées,,Involontaire (travaux),Non,,,,
2024,19853,34,34237,Roujan,2024-06-21 14:22:00,10474,10474,0,0,0,0,,,,,Mesurées,1,Involontaire (travaux),Non,,,,
2024,20207,13,13117,Vitrolles,2024-06-21 14:23:00,300,300,0,0,0,0,,,,,Estimées,1,Involontaire (particulier),Non,,,,
2024,20208,13,13073,Peypin,2024-06-21 15:35:00,5,5,0,0,0,0,,,,,Mesurées,1,Malveillance,Non,,,,
2024,20210,13,13060,Meyreuil,2024-06-22 17:54:00,4,4,0,0,0,0,,,,,Estimées,1,,Non,,,,
2024,20821,11,11145,Fleury,2024-06-23 10:24:00,10,0,10,0,0,0,,,,,Mesurées,,,Non,,,,
2024,20209,13,13056,Martigues,2024-06-23 16:14:00,30,30,0,0,0,0,,,,,Estimées,1,Malveillance,Non,,,,
2024,20383,13,13040,Fuveau,2024-06-23 17:16:00,3000,3000,0,0,0,0,,,,,Estimées,1,Accidentelle,Non,,,,
2024,27021,40,40200,Moustey,2024-06-24 15:38:00,3000,3000,,0,0,0,,,,,Estimées,,,Non,0,0,0,
2024,20384,13,13100,Saint-Rémy-de-Provence,2024-06-24 23:58:00,1,1,0,0,0,0,,,,,Estimées,1,,Non,,,,
2024,21196,13,13028,La Ciotat,2024-06-25 00:20:00,24,24,0,0,0,0,,,,,Mesurées,1,,Non,,,,
2024,20385,13,13102,Saint-Victoret,2024-06-25 09:48:00,50,50,0,0,0,0,,,,,Estimées,1,,Non,,,,
2024,20825,11,11014,Armissan,2024-06-25 11:45:00,200,0,200,0,0,0,,,,,Mesurées,,Malveillance,Non,,,,
2024,20827,11,11433,Villeneuve-Minervois,2024-06-25 21:53:00,200,0,200,0,0,0,,,,,Mesurées,,,Non,,,,
2024,20828,11,11431,Villeneuve-les-Corbières,2024-06-26 01:57:00,50,0,50,0,0,0,,,,,Mesurées,,,Non,,,,
2024,21199,13,13039,Fos-sur-Mer,2024-06-26 15:15:00,2,2,0,0,0,0,,,,,Estimées,1,Involontaire (particulier),Non,,,,
2024,21201,13,13028,La Ciotat,2024-06-26 15:19:00,2,2,0,0,0,0,,,,,Estimées,1,,Non,,,,
2024,21200,13,13092,Saint-Chamas,2024-06-26 15:41:00,100,100,0,0,0,0,,,,,Estimées,1,,Non,,,,
2024,27626,2A,2A004,Ajaccio,2024-06-26 17:30:00,1200,0,1200,0,0,0,,,,,Mesurées,,Involontaire (particulier),Non,,,,
2024,21198,13,13067,Orgon,2024-06-26 17:30:00,4,4,0,0,0,0,,,,,Estimées,1,Accidentelle,Non,,,,
2024,21197,13,13060,Meyreuil,2024-06-26 18:40:00,5,5,0,0,0,0,,,,,Estimées,1,,Non,,,,
2024,21203,13,13112,Velaux,2024-06-27 09:25:00,2,2,0,0,0,0,,,,,Estimées,1,,Non,,,,
2024,20264,56,56167,Plougoumelen,2024-06-27 13:25:00,10,10,,0,0,0,,,,,Estimées,,,Non,,,,
2024,20830,11,11421,Villedaigne,2024-06-27 13:50:00,50,0,50,0,0,0,,,,,Mesurées,,,Non,,,,
2024,20265,56,56070,Guégon,2024-06-28 10:16:00,30,30,,0,0,0,,,,,Estimées,,,Non,,,,
2024,26729,33,33284,Mios,2024-06-28 11:56:47,2500,2500,,0,0,0,,,,,Estimées,,,Non,0,0,0,
2024,20836,11,11392,Tournissan,2024-06-28 22:50:00,1700,0,100,0,1600,0,,,,,Mesurées,,,Non,,,,
2024,26541,17,17118,Corignac,2024-06-29 00:36:00,5400,5400,,0,0,0,,,,,Mesurées,,Malveillance,Non,,,,
2024,27627,2A,2A098,Coti-Chiavari,2024-06-29 14:15:00,37000,0,37000,0,0,0,,,,,Mesurées,,Accidentelle,Non,,,,
2024,21212,13,13001,Aix-en-Provence,2024-06-30 13:06:00,5000,5000,0,0,0,0,,,,,Estimées,1,Accidentelle,Non,,,,
2024,21210,13,13062,Mimet,2024-06-30 13:42:00,10,10,0,0,0,0,,,,,Estimées,1,Malveillance,Non,,,,
2024,26730,33,33057,Blasimon,2024-07-01 13:11:00,200,200,,0,0,0,,,,,Estimées,,,Non,0,0,0,
2024,28428,30,30093,Conqueyrac,2024-07-01 16:20:00,139,139,,,,,,,,,Mesurées,,Malveillance,Non,,,,
2024,21213,13,13097,Saint-Martin-de-Crau,2024-07-01 16:20:00,14441,0,14441,0,0,0,,,,,Mesurées,1,Involontaire (travaux),Non,,,,
2024,28427,30,30093,Conqueyrac,2024-07-01 16:30:00,118,118,,,,,,,,,Mesurées,,Malveillance,Non,,,,
2024,20266,56,56070,Guégon,2024-07-01 17:29:00,50,50,,0,0,0,,,,,Estimées,,,Non,,,,
2024,20185,34,34332,Vias,2024-07-01 18:50:00,51436,0,51436,0,0,0,,,,,Mesurées,1,Malveillance,Non,,,,
2024,24359,8,8302,Monthermé,2024-07-01 21:36:00,150,150,,0,0,0,,,,,Estimées,,Involontaire (travaux),Non,,,,
2024,21217,13,13077,Port-de-Bouc,2024-07-02 11:43:00,2,2,0,0,0,0,,,,,Mesurées,1,,Non,,,,
2024,20838,11,11379,Sigean,2024-07-02 13:48:00,290900,35000,255900,0,0,0,,,,,Mesurées,,Malveillance,Non,,,,
2024,20030,66,66106,Maureillas-las-Illas,2024-07-02 16:05:00,35,35,0,0,0,0,,,,,Estimées,,Malveillance,Non,,,,
2024,21219,13,13001,Aix-en-Provence,2024-07-03 10:44:00,10,10,0,0,0,0,,,,,Mesurées,1,Accidentelle,Non,,,,
2024,27061,40,40327,Vielle-Soubiran,2024-07-03 12:19:00,8000,8000,,0,0,0,,,,,Mesurées,,Accidentelle,Non,0,0,0,
2024,28700,7,7200,Le Roux,2024-07-03 15:00:00,1,0,1,0,0,0,,,,,Estimées,5,Involontaire (travaux),Non,,,,
2024,27473,16,16119,Dignac,2024-07-03 15:21:26,2720,2720,,0,0,0,,,,,Mesurées,,Involontaire (travaux),Non,0,0,0,
2024,26731,33,33450,Saint-Michel-de-Castelnau,2024-07-03 15:24:50,1000,1000,,0,0,0,,,,,Estimées,,,Non,0,0,0,
2024,20175,34,34217,Prades-le-Lez,2024-07-03 16:41:00,7526,7526,0,0,0,0,,,,,Mesurées,1,Malveillance,Non,,,,
2024,25039,85,85213,Rives de l'Yon,2024-07-03 17:09:00,1,1,,0,0,0,,,,,Estimées,,Malveillance,Non,,,,
2024,20841,11,11037,Berriac,2024-07-03 19:07:00,200,0,200,0,0,0,,,,,Mesurées,,,Non,,,,
2024,21223,13,13056,Martigues,2024-07-03 21:51:00,2,2,0,0,0,0,,,,,Mesurées,1,Involontaire (particulier),Non,,,,
2024,27629,2A,2A271,Sarrola-Carcopino,2024-07-04 10:09:00,158,0,158,0,0,0,,,,,Mesurées,,,Non,,,,
2024,20050,4,4070,Digne-les-Bains,2024-07-04 14:03:00,400,60,0,340,0,0,,,,,Mesurées,,,Non,,,,
2024,20051,4,4166,Riez,2024-07-04 14:52:00,110,110,0,0,0,0,,,,,Mesurées,5,,Non,,,,
2024,20270,56,56013,Belz,2024-07-04 15:52:00,200,200,,0,0,0,,,,,Estimées,,,Non,,,,
2024,20844,11,11144,Fitou,2024-07-04 15:57:00,500,0,500,0,0,0,,,,,Mesurées,,,Non,,,,
2024,20043,66,66190,Salses-le-Château,2024-07-04 15:59:00,30,0,30,0,0,0,,,,,Estimées,,Accidentelle,Non,,,,
2024,20044,66,66190,Salses-le-Château,2024-07-04 15:59:00,3000,0,3000,0,0,0,,,,,Estimées,,Accidentelle,Non,,,,
2024,20045,66,66190,Salses-le-Château,2024-07-04 15:59:00,500,0,500,0,0,0,,,,,Estimées,,Accidentelle,Non,,,,
2024,27474,16,16119,Dignac,2024-07-04 17:40:05,10,10,,0,0,0,,,,,Estimées,,,Non,0,0,0,
2024,21226,13,13085,Roquefort-la-Bédoule,2024-07-04 18:21:00,60,60,0,0,0,0,,,,,Mesurées,1,Malveillance,Non,,,,
2024,20267,56,56096,Landaul,2024-07-04 19:04:00,10,10,,0,0,0,,,,,Estimées,,,Non,,,,
2024,20161,34,34242,Saint-Bauzille-de-Montmel,2024-07-04 21:28:00,140,140,0,0,0,0,,,,,Mesurées,4,Malveillance,Non,,,,
2024,20160,34,34061,Causses-et-Veyran,2024-07-04 21:32:00,1621,1621,0,0,0,0,,,,,Mesurées,1,,Non,,,,
2024,21225,13,13002,Allauch,2024-07-04 23:02:00,200,200,0,0,0,0,,,,,Estimées,1,Involontaire (particulier),Non,,,,
2024,27628,2A,2A070,Casaglione,2024-07-04 23:33:00,20,0,20,0,0,0,,,,,Mesurées,,Accidentelle,Non,,,,
2024,27631,2A,2A181,Ocana,2024-07-05 14:45:00,20,0,20,0,0,0,,,,,Mesurées,,,Non,,,,
2024,20271,56,56171,Pluherlin,2024-07-05 15:52:00,1000,1000,,0,0,0,,,,,Estimées,,,Non,,,,
2024,27630,2A,2A189,Olmeto,2024-07-05 18:05:00,150,0,150,0,0,0,,,,,Mesurées,,Accidentelle,Non,,,,
2024,25831,72,72260,Ruaudin,2024-07-06 17:23:00,60,60,,0,0,0,,,,,Estimées,,,Non,,,,
2024,20151,34,34028,Bédarieux,2024-07-06 21:33:00,15,15,0,0,0,0,,,,,Estimées,,,Non,,,,
2024,26736,33,33056,Blanquefort,2024-07-07 18:30:00,100,100,,0,0,0,,,,,Estimées,,Malveillance,Non,0,0,0,
2024,20269,56,56243,Séné,2024-07-07 18:31:00,10,10,,0,0,0,,,,,Estimées,,,Non,,,,
2024,23938,59,59491,Raismes,2024-07-07 19:25:00,100,100,,0,0,0,,,,,Estimées,,,Non,,,,
2024,27632,2A,2A247,Porto-Vecchio,2024-07-07 22:56:00,20,0,20,0,0,0,,,,,Mesurées,,,Non,,,,
2024,26737,33,33214,Lacanau,2024-07-08 12:24:00,2000,2000,,0,0,0,,,,,Estimées,,Involontaire (particulier),Non,,,,
2024,21228,13,13077,Port-de-Bouc,2024-07-08 13:09:00,80,80,0,0,0,0,,,,,Estimées,1,,Non,,,,
2024,27634,2A,2A345,Vero,2024-07-08 13:49:00,25,0,25,0,0,0,,,,,Mesurées,,Involontaire (particulier),Non,,,,
2024,21230,13,13074,Peyrolles-en-Provence,2024-07-08 15:25:00,802,802,0,0,0,0,,,,,Mesurées,1,,Non,,,,
2024,27633,2A,2A004,Ajaccio,2024-07-08 16:10:00,25,0,25,0,0,0,,,,,Estimées,,,Non,,,,
2024,21229,13,13073,Peypin,2024-07-08 18:44:00,70,70,0,0,0,0,,,,,Mesurées,1,Malveillance,Non,,,,
2024,20853,11,11395,Trassanel,2024-07-08 19:13:00,4030,0,4030,0,0,0,,,,,Mesurées,,Malveillance,Non,,,,
2024,21231,13,13001,Aix-en-Provence,2024-07-08 20:10:00,10,10,0,0,0,0,,,,,Mesurées,1,Involontaire (particulier),Non,,,,
2024,20239,6,6120,Saint-Étienne-de-Tinée,2024-07-09 10:11:00,25,0,25,0,0,0,,,,,Estimées,,Malveillance,Non,,,,
2024,21232,13,13028,La Ciotat,2024-07-09 12:07:00,330,330,0,0,0,0,,,,,Mesurées,1,Involontaire (travaux),Non,,,,
2024,20282,13,13055,Marseille,2024-07-09 12:55:00,50,0,50,0,0,0,,,,,Estimées,2,,Non,,,,
